IRIS2;N_logements;COM;REG;DEP;ARR;COMA;Nb_resid_princ;Nobre_RS;Nombre_log_occasionnels;NBr_loge_vacants;RP_Proprio;RPLogemnts_locatifs_vide_NonHLM;RPMeubl_chambre_hotels;RP_residPrincipLocPriv
751010101;755;75056;11;75;751;75101;555;33;71;96;125;299;20;319
751010102;196;75056;11;75;751;75101;136;9;10;41;45;67;2;69
751010103;361;75056;11;75;751;75101;241;18;14;88;47;135;14;149
751010104;5;75056;11;75;751;75101;5;0;0;0;0;0;0;0
751010199;2;75056;11;75;751;75101;1;0;0;1;1;0;0;0
751010201;1919;75056;11;75;751;75101;1449;52;104;314;385;754;64;818
751010202;1623;75056;11;75;751;75101;1092;63;120;348;202;711;58;769
751010203;1968;75056;11;75;751;75101;1370;123;121;354;360;720;76;796
751010204;1559;75056;11;75;751;75101;1155;25;66;313;255;516;37;553
751010206;407;75056;11;75;751;75101;306;1;48;52;64;174;34;208
751010301;2220;75056;11;75;751;75101;1624;178;165;253;487;781;93;874
751010302;108;75056;11;75;751;75101;73;3;8;24;18;38;5;43
751010303;207;75056;11;75;751;75101;152;12;25;18;47;81;3;84
751010401;1155;75056;11;75;751;75101;817;49;74;215;216;427;49;476
751010402;1202;75056;11;75;751;75101;906;57;52;187;232;520;38;558
751020501;678;75056;11;75;751;75102;486;27;40;125;154;254;18;272
751020502;204;75056;11;75;751;75102;121;25;18;40;14;71;5;76
751020503;124;75056;11;75;751;75102;103;0;4;17;30;56;7;63
751020601;1145;75056;11;75;751;75102;903;44;49;149;206;492;45;537
751020602;1131;75056;11;75;751;75102;830;48;112;141;228;453;59;512
751020701;1400;75056;11;75;751;75102;1119;21;73;187;305;619;59;678
751020702;1302;75056;11;75;751;75102;1041;58;62;141;300;538;84;622
751020703;1387;75056;11;75;751;75102;1032;31;47;277;305;530;79;609
751020704;291;75056;11;75;751;75102;256;2;4;29;55;164;7;171
751020801;1549;75056;11;75;751;75102;1048;13;106;382;294;589;39;628
751020802;1609;75056;11;75;751;75102;1178;64;93;274;365;582;88;670
751020803;1509;75056;11;75;751;75102;1083;35;77;314;386;530;66;596
751020804;1466;75056;11;75;751;75102;1029;18;142;277;261;615;61;676
751020805;1789;75056;11;75;751;75102;1259;9;37;484;346;707;115;822
751030901;1319;75056;11;75;751;75103;1054;34;41;190;353;469;54;523
751030902;1523;75056;11;75;751;75103;1141;30;37;315;446;531;64;595
751030903;1419;75056;11;75;751;75103;1064;35;58;262;318;520;100;620
751030904;1520;75056;11;75;751;75103;1157;38;47;278;309;582;124;706
751030905;1166;75056;11;75;751;75103;951;23;37;155;237;508;55;563
751031001;1497;75056;11;75;751;75103;1118;43;65;271;281;627;48;675
751031002;1549;75056;11;75;751;75103;1149;55;23;322;462;517;69;586
751031003;1850;75056;11;75;751;75103;1361;57;38;394;459;671;85;756
751031004;1581;75056;11;75;751;75103;1188;56;44;293;363;591;85;676
751031101;1513;75056;11;75;751;75103;1200;35;85;193;346;705;39;744
751031102;1262;75056;11;75;751;75103;979;61;46;176;354;428;52;480
751031103;1380;75056;11;75;751;75103;1012;53;102;213;394;429;54;483
751031104;2089;75056;11;75;751;75103;1537;143;63;346;523;759;89;848
751031201;1518;75056;11;75;751;75103;1105;59;63;291;362;553;49;602
751031202;1447;75056;11;75;751;75103;1071;74;68;234;370;497;53;550
751031203;1445;75056;11;75;751;75103;1119;72;51;203;250;460;68;528
751031204;1599;75056;11;75;751;75103;1143;31;68;357;346;600;71;671
751041301;1395;75056;11;75;751;75104;1111;53;86;145;378;511;66;577
751041302;1912;75056;11;75;751;75104;1538;82;99;193;428;856;77;933
751041303;1338;75056;11;75;751;75104;1068;44;92;134;204;549;42;591
751041304;179;75056;11;75;751;75104;152;4;11;12;29;93;5;98
751041401;2369;75056;11;75;751;75104;2050;41;47;231;257;649;221;870
751041402;2006;75056;11;75;751;75104;1517;66;148;275;458;711;108;819
751041403;2249;75056;11;75;751;75104;1727;62;115;345;628;755;126;881
751041404;1557;75056;11;75;751;75104;1274;54;54;175;425;593;87;680
751041501;1788;75056;11;75;751;75104;1545;35;44;164;406;603;51;654
751041502;1443;75056;11;75;751;75104;1157;126;65;95;493;464;61;525
751041503;1388;75056;11;75;751;75104;1114;30;57;187;313;628;47;675
751041504;1802;75056;11;75;751;75104;1405;104;114;179;565;583;93;676
751041601;2505;75056;11;75;751;75104;1858;250;90;307;648;820;129;949
751041602;671;75056;11;75;751;75104;499;51;67;54;172;187;49;236
751041603;105;75056;11;75;751;75104;92;0;5;8;16;24;6;30
751041699;5;75056;11;75;751;75104;3;2;0;0;3;0;0;0
751051701;1679;75056;11;75;751;75105;1321;64;89;205;454;589;118;707
751051702;1224;75056;11;75;751;75105;1040;32;53;99;367;470;77;547
751051703;1738;75056;11;75;751;75105;1439;69;95;135;407;658;105;763
751051704;2190;75056;11;75;751;75105;1787;78;99;226;562;866;110;976
751051705;1670;75056;11;75;751;75105;1301;92;64;213;388;569;90;659
751051706;5;75056;11;75;751;75105;5;0;0;0;0;3;0;3
751051799;4;75056;11;75;751;75105;4;0;0;0;1;0;0;0
751051801;1256;75056;11;75;751;75105;1042;57;63;94;381;527;33;560
751051802;1667;75056;11;75;751;75105;1391;35;70;171;436;709;92;801
751051803;1530;75056;11;75;751;75105;1241;36;87;166;360;601;102;703
751051804;1576;75056;11;75;751;75105;1339;54;55;128;291;494;70;564
751051805;2087;75056;11;75;751;75105;1780;58;91;158;389;789;82;871
751051806;1429;75056;11;75;751;75105;1243;29;53;104;315;464;61;525
751051807;1595;75056;11;75;751;75105;1314;58;64;159;315;616;60;676
751051808;1201;75056;11;75;751;75105;996;43;64;98;365;447;58;505
751051809;20;75056;11;75;751;75105;18;0;0;2;0;7;2;9
751051901;2078;75056;11;75;751;75105;1676;73;75;254;656;679;130;809
751051902;1257;75056;11;75;751;75105;1047;21;69;120;417;385;94;479
751051903;1613;75056;11;75;751;75105;1316;51;60;186;395;576;102;678
751051904;886;75056;11;75;751;75105;729;18;40;99;339;237;46;283
751051905;1553;75056;11;75;751;75105;1246;55;46;206;456;525;93;618
751051906;1530;75056;11;75;751;75105;1257;75;42;156;403;534;110;644
751051907;1409;75056;11;75;751;75105;1146;43;76;144;373;401;85;486
751051908;2135;75056;11;75;751;75105;1738;97;65;235;464;845;106;951
751052001;1898;75056;11;75;751;75105;1515;73;64;246;384;645;119;764
751052002;1126;75056;11;75;751;75105;920;60;30;116;283;395;88;483
751052003;1581;75056;11;75;751;75105;1173;79;97;232;325;581;123;704
751052004;2364;75056;11;75;751;75105;1920;111;88;245;488;909;155;1064
751052005;193;75056;11;75;751;75105;175;5;6;7;24;67;19;86
751052099;0;75056;11;75;751;75105;0;0;0;0;0;0;0;0
751062101;1567;75056;11;75;751;75106;1236;111;61;159;352;556;147;703
751062102;2190;75056;11;75;751;75106;1569;100;141;380;483;685;147;832
751062103;1668;75056;11;75;751;75106;1151;183;103;231;352;537;111;648
751062199;9;75056;11;75;751;75106;8;1;0;0;7;0;1;1
751062201;1115;75056;11;75;751;75106;869;34;63;149;383;281;71;352
751062202;1172;75056;11;75;751;75106;944;44;54;130;341;366;63;429
751062203;2095;75056;11;75;751;75106;1447;160;176;312;485;611;149;760
751062204;1980;75056;11;75;751;75106;1449;147;157;227;484;613;106;719
751062205;29;75056;11;75;751;75106;23;0;4;2;1;14;0;14
751062301;1141;75056;11;75;751;75106;947;35;70;89;369;419;62;481
751062302;1200;75056;11;75;751;75106;949;43;72;136;299;486;55;541
751062303;1386;75056;11;75;751;75106;1104;78;57;147;453;441;70;511
751062304;1236;75056;11;75;751;75106;922;46;68;200;368;385;57;442
751062305;1604;75056;11;75;751;75106;1204;90;67;243;458;498;95;593
751062306;1691;75056;11;75;751;75106;1380;84;59;168;451;693;69;762
751062307;1326;75056;11;75;751;75106;1014;52;53;207;350;474;67;541
751062308;2193;75056;11;75;751;75106;1756;120;124;193;648;747;115;862
751062309;1793;75056;11;75;751;75106;1398;87;59;249;387;610;108;718
751062310;1594;75056;11;75;751;75106;1197;68;62;267;427;494;99;593
751062311;1294;75056;11;75;751;75106;1014;56;40;184;419;340;78;418
751062401;1724;75056;11;75;751;75106;1263;110;100;251;396;650;78;728
751062402;2482;75056;11;75;751;75106;1787;97;199;399;540;786;116;902
751072501;1400;75056;11;75;751;75107;1145;110;39;106;440;425;108;533
751072502;1116;75056;11;75;751;75107;934;56;57;69;285;479;52;531
751072503;926;75056;11;75;751;75107;742;41;61;82;319;260;47;307
751072504;1118;75056;11;75;751;75107;908;57;62;91;341;348;71;419
751072505;1418;75056;11;75;751;75107;1067;119;83;149;379;404;79;483
751072506;2336;75056;11;75;751;75107;1782;165;164;225;687;672;118;790
751072508;3;75056;11;75;751;75107;2;0;1;0;0;0;0;0
751072601;1459;75056;11;75;751;75107;1076;146;48;189;351;526;35;561
751072602;997;75056;11;75;751;75107;750;82;52;113;238;353;31;384
751072603;657;75056;11;75;751;75107;463;39;93;62;166;212;20;232
751072604;983;75056;11;75;751;75107;730;78;63;112;217;352;42;394
751072605;20;75056;11;75;751;75107;14;0;5;1;0;3;0;3
751072606;24;75056;11;75;751;75107;24;0;0;0;0;5;0;5
751072699;4;75056;11;75;751;75107;4;0;0;0;2;0;0;0
751072701;2243;75056;11;75;751;75107;1812;117;94;220;742;729;132;861
751072702;1194;75056;11;75;751;75107;999;61;49;85;392;434;55;489
751072703;1013;75056;11;75;751;75107;897;20;32;64;378;364;58;422
751072704;1085;75056;11;75;751;75107;858;45;79;103;317;420;38;458
751072705;1258;75056;11;75;751;75107;1047;34;71;106;398;485;37;522
751072706;1142;75056;11;75;751;75107;993;38;54;57;324;277;50;327
751072707;19;75056;11;75;751;75107;17;0;2;0;0;9;1;10
751072801;1527;75056;11;75;751;75107;1239;82;82;124;375;669;39;708
751072802;1231;75056;11;75;751;75107;972;74;39;146;206;629;49;678
751072803;1525;75056;11;75;751;75107;1176;142;46;161;328;655;74;729
751072804;2325;75056;11;75;751;75107;1915;101;75;234;636;893;134;1027
751072805;2724;75056;11;75;751;75107;2091;149;123;361;698;1015;139;1154
751072806;1201;75056;11;75;751;75107;989;85;34;93;457;313;90;403
751072807;1257;75056;11;75;751;75107;1020;49;41;147;335;515;55;570
751072808;1109;75056;11;75;751;75107;887;48;52;122;395;333;45;378
751072809;1342;75056;11;75;751;75107;1077;46;53;166;432;405;72;477
751072810;2244;75056;11;75;751;75107;1796;151;68;229;513;999;107;1106
751072811;959;75056;11;75;751;75107;774;57;39;89;359;280;30;310
751082901;1073;75056;11;75;751;75108;766;149;81;77;129;493;12;505
751082902;883;75056;11;75;751;75108;522;245;35;81;169;196;30;226
751082903;652;75056;11;75;751;75108;541;41;31;39;77;336;21;357
751082904;329;75056;11;75;751;75108;246;52;16;15;90;82;24;106
751082905;361;75056;11;75;751;75108;250;52;25;34;68;128;8;136
751082906;8;75056;11;75;751;75108;8;0;0;0;2;3;1;4
751082907;6;75056;11;75;751;75108;6;0;0;0;0;0;0;0
751082999;13;75056;11;75;751;75108;13;0;0;0;7;6;0;6
751083001;1243;75056;11;75;751;75108;981;68;95;99;209;591;45;636
751083002;2046;75056;11;75;751;75108;1686;102;117;141;616;701;124;825
751083003;653;75056;11;75;751;75108;357;145;77;74;85;196;26;222
751083004;1376;75056;11;75;751;75108;1077;68;85;146;267;616;80;696
751083005;1203;75056;11;75;751;75108;880;70;134;119;221;504;42;546
751083006;288;75056;11;75;751;75108;262;0;8;18;32;186;11;197
751083101;168;75056;11;75;751;75108;132;3;22;11;38;62;7;69
751083102;333;75056;11;75;751;75108;234;26;38;35;82;71;18;89
751083103;567;75056;11;75;751;75108;500;6;32;29;103;206;28;234
751083104;704;75056;11;75;751;75108;513;78;38;75;147;268;24;292
751083105;962;75056;11;75;751;75108;738;64;70;90;152;416;38;454
751083106;855;75056;11;75;751;75108;694;46;52;63;210;341;42;383
751083107;218;75056;11;75;751;75108;178;7;12;21;71;74;14;88
751083108;230;75056;11;75;751;75108;179;10;18;23;33;106;11;117
751083201;1167;75056;11;75;751;75108;990;22;49;106;263;493;46;539
751083202;1061;75056;11;75;751;75108;895;25;72;69;289;435;56;491
751083203;936;75056;11;75;751;75108;785;20;79;52;312;290;38;328
751083204;1280;75056;11;75;751;75108;1143;29;53;55;420;499;77;576
751083205;1514;75056;11;75;751;75108;1317;28;81;88;514;524;96;620
751083206;1580;75056;11;75;751;75108;1379;39;72;90;562;572;107;679
751083207;1105;75056;11;75;751;75108;952;18;56;79;423;331;70;401
751083208;318;75056;11;75;751;75108;281;15;12;10;68;159;15;174
751083209;736;75056;11;75;751;75108;592;14;80;50;142;317;27;344
751083210;513;75056;11;75;751;75108;446;11;18;38;124;212;34;246
751093301;1153;75056;11;75;751;75109;959;14;59;121;390;403;78;481
751093302;1206;75056;11;75;751;75109;961;21;47;177;340;479;52;531
751093303;1223;75056;11;75;751;75109;943;24;39;217;359;439;51;490
751093304;1341;75056;11;75;751;75109;1125;27;49;140;444;504;48;552
751093305;1300;75056;11;75;751;75109;1005;38;34;223;328;493;64;557
751093306;1456;75056;11;75;751;75109;1173;39;65;179;447;558;37;595
751093307;2191;75056;11;75;751;75109;1736;45;128;282;747;754;72;826
751093308;1466;75056;11;75;751;75109;1165;25;115;161;401;590;32;622
751093309;1303;75056;11;75;751;75109;1062;15;36;190;405;505;50;555
751093310;1072;75056;11;75;751;75109;897;13;46;116;454;308;36;344
751093311;431;75056;11;75;751;75109;285;40;38;68;54;174;14;188
751093401;85;75056;11;75;751;75109;62;3;3;17;3;46;4;50
751093402;19;75056;11;75;751;75109;15;0;3;1;2;8;2;10
751093403;862;75056;11;75;751;75109;632;70;65;95;100;382;59;441
751093404;28;75056;11;75;751;75109;13;1;5;9;0;7;0;7
751093405;210;75056;11;75;751;75109;157;2;10;41;41;92;6;98
751093406;16;75056;11;75;751;75109;13;0;3;0;4;6;0;6
751093407;529;75056;11;75;751;75109;438;3;22;66;122;267;10;277
751093408;536;75056;11;75;751;75109;372;43;36;85;73;228;28;256
751093409;378;75056;11;75;751;75109;283;10;35;50;61;167;17;184
751093501;1845;75056;11;75;751;75109;1485;19;80;261;386;769;93;862
751093502;1005;75056;11;75;751;75109;753;7;45;200;211;414;37;451
751093503;2335;75056;11;75;751;75109;1877;30;91;337;681;913;100;1013
751093504;997;75056;11;75;751;75109;800;16;34;147;236;449;19;468
751093601;1351;75056;11;75;751;75109;1116;18;60;157;449;468;99;567
751093602;2008;75056;11;75;751;75109;1525;35;103;345;553;719;91;810
751093603;1214;75056;11;75;751;75109;1029;21;35;129;315;461;54;515
751093604;1357;75056;11;75;751;75109;1127;44;49;137;402;563;60;623
751093605;1482;75056;11;75;751;75109;1248;57;47;130;546;505;42;547
751093606;1323;75056;11;75;751;75109;1095;14;43;171;368;594;38;632
751093607;1501;75056;11;75;751;75109;1162;22;53;264;486;535;51;586
751093608;1668;75056;11;75;751;75109;1422;41;73;132;599;615;90;705
751093609;1495;75056;11;75;751;75109;1235;29;65;166;497;543;82;625
751093610;1587;75056;11;75;751;75109;1271;22;56;238;467;618;75;693
751103701;1578;75056;11;75;751;75110;1267;51;22;238;473;615;49;664
751103702;1406;75056;11;75;751;75110;1085;9;67;245;390;547;53;600
751103703;1530;75056;11;75;751;75110;1264;35;63;168;429;658;66;724
751103704;1715;75056;11;75;751;75110;1361;31;44;279;410;760;75;835
751103705;1620;75056;11;75;751;75110;1292;27;85;216;534;583;75;658
751103706;1559;75056;11;75;751;75110;1267;15;71;206;450;604;41;645
751103707;1202;75056;11;75;751;75110;1013;5;35;149;306;498;43;541
751103708;1200;75056;11;75;751;75110;1011;17;31;141;497;376;56;432
751103709;1325;75056;11;75;751;75110;1137;13;29;146;340;459;62;521
751103710;0;75056;11;75;751;75110;0;0;0;0;0;0;0;0
751103711;14;75056;11;75;751;75110;14;0;0;0;0;1;0;1
751103712;402;75056;11;75;751;75110;300;3;20;79;130;129;17;146
751103801;1272;75056;11;75;751;75110;1006;10;38;218;334;519;89;608
751103802;1110;75056;11;75;751;75110;903;18;44;145;291;465;59;524
751103803;2040;75056;11;75;751;75110;1609;40;47;344;601;784;89;873
751103804;1960;75056;11;75;751;75110;1631;16;50;263;420;816;103;919
751103805;1334;75056;11;75;751;75110;1018;17;50;249;357;389;48;437
751103806;2147;75056;11;75;751;75110;1671;73;57;346;598;799;73;872
751103901;1336;75056;11;75;751;75110;1124;46;37;129;369;546;56;602
751103902;1508;75056;11;75;751;75110;1244;27;29;208;399;658;63;721
751103903;1126;75056;11;75;751;75110;940;39;33;114;352;328;46;374
751103904;1361;75056;11;75;751;75110;1125;15;49;172;474;465;66;531
751103905;1484;75056;11;75;751;75110;1171;40;62;211;407;522;135;657
751103906;1667;75056;11;75;751;75110;1388;26;59;194;380;744;110;854
751103907;1327;75056;11;75;751;75110;1098;13;33;183;432;487;61;548
751103908;2122;75056;11;75;751;75110;1759;63;82;218;661;787;90;877
751103909;1610;75056;11;75;751;75110;1282;34;102;192;331;672;72;744
751103910;1610;75056;11;75;751;75110;1295;55;66;194;445;676;51;727
751104001;1704;75056;11;75;751;75110;1395;9;27;273;386;734;52;786
751104002;1790;75056;11;75;751;75110;1614;8;21;147;260;634;93;727
751104003;1960;75056;11;75;751;75110;1543;29;47;341;479;808;132;940
751104004;1203;75056;11;75;751;75110;993;6;30;174;234;514;123;637
751104005;1309;75056;11;75;751;75110;1045;14;36;214;309;532;47;579
751104006;1999;75056;11;75;751;75110;1678;46;46;229;549;813;90;903
751104007;1941;75056;11;75;751;75110;1774;42;17;108;279;754;33;787
751104008;2203;75056;11;75;751;75110;1850;46;82;225;453;754;68;822
751104009;1594;75056;11;75;751;75110;1405;23;44;122;434;773;102;875
751104010;1044;75056;11;75;751;75110;944;22;9;69;111;403;20;423
751104011;1403;75056;11;75;751;75110;1093;61;15;234;282;483;21;504
751104012;141;75056;11;75;751;75110;102;2;2;35;3;68;1;69
751114101;1833;75056;11;75;751;75111;1636;30;12;155;484;431;154;585
751114102;1906;75056;11;75;751;75111;1631;63;23;189;410;720;162;882
751114103;1226;75056;11;75;751;75111;988;26;14;198;381;443;54;497
751114104;1090;75056;11;75;751;75111;946;22;39;83;313;484;66;550
751114105;1298;75056;11;75;751;75111;1113;20;31;134;426;531;58;589
751114106;1761;75056;11;75;751;75111;1468;39;46;208;531;678;115;793
751114107;1800;75056;11;75;751;75111;1535;29;56;180;486;872;73;945
751114108;1474;75056;11;75;751;75111;1239;45;44;146;363;636;52;688
751114109;2188;75056;11;75;751;75111;1778;13;36;361;499;883;152;1035
751114110;1067;75056;11;75;751;75111;846;1;26;194;197;432;36;468
751114111;773;75056;11;75;751;75111;688;3;5;77;101;231;102;333
751114112;1004;75056;11;75;751;75111;894;14;17;79;190;339;19;358
751114113;1041;75056;11;75;751;75111;852;11;17;161;250;443;97;540
751114114;1217;75056;11;75;751;75111;1015;28;27;147;463;440;46;486
751114115;1417;75056;11;75;751;75111;1104;19;37;257;367;589;51;640
751114201;1359;75056;11;75;751;75111;1114;23;40;182;275;572;184;756
751114202;1189;75056;11;75;751;75111;988;16;35;150;260;447;57;504
751114203;1836;75056;11;75;751;75111;1578;30;44;184;527;849;43;892
751114204;2089;75056;11;75;751;75111;1708;20;108;253;495;995;86;1081
751114205;1226;75056;11;75;751;75111;1047;18;51;110;374;535;34;569
751114206;2084;75056;11;75;751;75111;1737;65;68;214;644;790;91;881
751114207;1411;75056;11;75;751;75111;1233;17;51;110;319;699;20;719
751114208;1454;75056;11;75;751;75111;1250;32;39;133;588;508;57;565
751114209;1653;75056;11;75;751;75111;1403;72;43;135;496;664;43;707
751114210;2069;75056;11;75;751;75111;1695;36;82;256;557;773;121;894
751114211;1440;75056;11;75;751;75111;1211;21;37;171;453;630;38;668
751114212;1200;75056;11;75;751;75111;1035;13;16;136;450;472;44;516
751114213;1389;75056;11;75;751;75111;1175;37;28;149;365;650;56;706
751114214;1237;75056;11;75;751;75111;1041;23;23;150;277;504;117;621
751114301;1062;75056;11;75;751;75111;923;21;18;100;224;300;25;325
751114302;2712;75056;11;75;751;75111;2343;47;60;262;799;1070;159;1229
751114303;1045;75056;11;75;751;75111;969;0;14;62;68;157;4;161
751114304;1317;75056;11;75;751;75111;1149;21;27;120;273;544;44;588
751114305;2400;75056;11;75;751;75111;2043;37;44;276;537;931;137;1068
751114306;2263;75056;11;75;751;75111;1852;48;41;322;537;965;167;1132
751114307;1513;75056;11;75;751;75111;1240;18;34;221;368;489;33;522
751114308;1046;75056;11;75;751;75111;898;14;14;120;238;339;46;385
751114309;1200;75056;11;75;751;75111;1022;22;40;116;365;398;34;432
751114310;1359;75056;11;75;751;75111;1142;21;54;142;310;691;48;739
751114311;1443;75056;11;75;751;75111;1159;20;87;177;271;705;90;795
751114312;1389;75056;11;75;751;75111;1130;48;59;152;415;553;49;602
751114313;1424;75056;11;75;751;75111;1190;78;40;116;378;678;25;703
751114314;1510;75056;11;75;751;75111;1313;24;27;146;329;568;70;638
751114315;1266;75056;11;75;751;75111;1104;26;26;110;376;540;40;580
751114316;1631;75056;11;75;751;75111;1353;37;25;216;469;581;197;778
751114317;1496;75056;11;75;751;75111;1253;28;46;169;483;602;60;662
751114318;1615;75056;11;75;751;75111;1357;47;51;160;446;740;52;792
751114319;1135;75056;11;75;751;75111;1015;7;22;91;148;330;12;342
751114320;1494;75056;11;75;751;75111;1240;16;32;206;286;542;104;646
751114321;1322;75056;11;75;751;75111;1066;17;49;190;390;486;63;549
751114401;1150;75056;11;75;751;75111;1002;30;44;74;384;426;51;477
751114402;1497;75056;11;75;751;75111;1334;26;20;117;572;611;64;675
751114403;1718;75056;11;75;751;75111;1448;28;43;199;424;756;150;906
751114404;1528;75056;11;75;751;75111;1249;22;22;235;417;562;88;650
751114405;1229;75056;11;75;751;75111;979;21;62;167;239;510;54;564
751114406;1966;75056;11;75;751;75111;1660;37;48;221;472;852;129;981
751114407;1309;75056;11;75;751;75111;1078;37;32;162;409;532;28;560
751114408;2158;75056;11;75;751;75111;1861;41;21;235;720;916;50;966
751114409;2256;75056;11;75;751;75111;1869;48;74;265;646;917;126;1043
751114410;2481;75056;11;75;751;75111;2234;43;57;147;882;794;48;842
751114411;2518;75056;11;75;751;75111;2259;49;45;165;684;836;45;881
751114412;2076;75056;11;75;751;75111;1768;60;24;224;535;898;93;991
751114413;1367;75056;11;75;751;75111;1129;27;34;177;369;589;38;627
751124501;2008;75056;11;75;751;75112;1849;11;38;110;7;266;19;285
751124502;2554;75056;11;75;751;75112;2219;62;57;216;770;1109;119;1228
751124503;1266;75056;11;75;751;75112;1145;30;16;75;424;321;14;335
751124504;1425;75056;11;75;751;75112;1253;45;20;107;508;565;19;584
751124505;1272;75056;11;75;751;75112;1103;48;30;91;465;427;11;438
751124506;1153;75056;11;75;751;75112;1063;11;12;67;241;556;54;610
751124507;1503;75056;11;75;751;75112;1320;25;44;114;409;428;22;450
751124508;1576;75056;11;75;751;75112;1355;29;26;166;510;709;35;744
751124509;1005;75056;11;75;751;75112;910;11;13;71;326;299;30;329
751124510;969;75056;11;75;751;75112;888;5;8;68;1;52;22;74
751124511;1113;75056;11;75;751;75112;1071;4;3;35;9;90;11;101
751124512;2305;75056;11;75;751;75112;2001;39;66;199;697;858;58;916
751124513;1304;75056;11;75;751;75112;1118;32;22;132;420;585;16;601
751124514;1360;75056;11;75;751;75112;1176;47;30;107;494;537;39;576
751124577;127;75056;11;75;751;75112;114;0;12;1;0;8;0;8
751124601;1813;75056;11;75;751;75112;1602;55;19;137;602;607;32;639
751124602;1862;75056;11;75;751;75112;1619;45;47;151;626;727;46;773
751124603;1015;75056;11;75;751;75112;910;28;18;59;298;416;8;424
751124604;1549;75056;11;75;751;75112;1358;17;52;122;250;361;205;566
751124605;1696;75056;11;75;751;75112;1474;29;22;171;451;686;71;757
751124606;2053;75056;11;75;751;75112;1829;34;31;159;408;536;55;591
751124608;1459;75056;11;75;751;75112;1288;54;14;103;453;696;48;744
751124609;1051;75056;11;75;751;75112;964;9;11;67;176;231;11;242
751124610;1359;75056;11;75;751;75112;1202;26;29;102;367;718;12;730
751124611;1430;75056;11;75;751;75112;1205;60;41;124;495;570;61;631
751124612;1969;75056;11;75;751;75112;1720;59;51;139;556;943;60;1003
751124613;2022;75056;11;75;751;75112;1841;20;32;129;180;566;36;602
751124614;2005;75056;11;75;751;75112;1752;67;34;152;605;911;45;956
751124615;1898;75056;11;75;751;75112;1700;34;52;112;478;817;23;840
751124616;2799;75056;11;75;751;75112;2520;48;54;177;914;1383;27;1410
751124617;1671;75056;11;75;751;75112;1411;32;70;158;526;599;75;674
751124618;1247;75056;11;75;751;75112;1105;36;33;73;475;342;22;364
751124619;2330;75056;11;75;751;75112;2154;16;45;115;532;616;24;640
751124620;1349;75056;11;75;751;75112;1116;34;37;162;331;528;49;577
751124621;1405;75056;11;75;751;75112;1172;24;56;153;234;759;90;849
751124622;857;75056;11;75;751;75112;719;13;34;91;222;291;99;390
751124623;1628;75056;11;75;751;75112;1372;43;51;162;487;669;47;716
751124624;1395;75056;11;75;751;75112;1173;20;43;159;475;567;33;600
751124677;77;75056;11;75;751;75112;70;1;4;2;0;8;2;10
751124701;1183;75056;11;75;751;75112;1145;3;8;27;35;337;5;342
751124702;1245;75056;11;75;751;75112;1163;3;28;51;105;538;30;568
751124703;1575;75056;11;75;751;75112;1377;26;26;146;393;516;75;591
751124704;1197;75056;11;75;751;75112;1066;16;35;80;366;390;30;420
751124705;1391;75056;11;75;751;75112;1266;18;36;71;226;516;27;543
751124707;203;75056;11;75;751;75112;170;7;14;12;83;67;6;73
751124708;2;75056;11;75;751;75112;1;0;1;0;0;0;0;0
751124799;7;75056;11;75;751;75112;7;0;0;0;5;2;0;2
751124801;2371;75056;11;75;751;75112;1917;71;69;314;612;822;94;916
751124802;979;75056;11;75;751;75112;884;11;20;64;191;274;23;297
751124803;1331;75056;11;75;751;75112;1123;36;45;127;311;657;43;700
751124804;1353;75056;11;75;751;75112;1123;66;20;144;341;629;44;673
751124805;1206;75056;11;75;751;75112;1017;25;17;147;208;573;28;601
751124806;1139;75056;11;75;751;75112;938;49;41;111;317;460;60;520
751124807;2319;75056;11;75;751;75112;1948;62;51;258;447;1036;49;1085
751124808;1412;75056;11;75;751;75112;1238;32;31;111;383;522;114;636
751124809;1841;75056;11;75;751;75112;1507;71;53;210;482;669;167;836
751124810;1608;75056;11;75;751;75112;1364;27;34;183;489;670;42;712
751124811;0;75056;11;75;751;75112;0;0;0;0;0;0;0;0
751124812;614;75056;11;75;751;75112;551;7;14;42;89;153;22;175
751124813;292;75056;11;75;751;75112;237;1;8;46;29;119;54;173
751124888;4;75056;11;75;751;75112;4;0;0;0;3;1;0;1
751124899;2;75056;11;75;751;75112;2;0;0;0;2;0;0;0
751134901;1164;75056;11;75;751;75113;1021;9;20;114;115;205;45;250
751134902;2073;75056;11;75;751;75113;1859;19;34;161;449;394;122;516
751134903;1367;75056;11;75;751;75113;1139;17;52;159;356;516;57;573
751134904;966;75056;11;75;751;75113;862;18;11;75;97;151;21;172
751134905;2042;75056;11;75;751;75113;1707;70;64;201;577;842;116;958
751134906;1691;75056;11;75;751;75113;1358;51;68;214;511;620;69;689
751134907;1433;75056;11;75;751;75113;1123;31;37;242;311;538;44;582
751134908;440;75056;11;75;751;75113;379;0;41;20;44;127;16;143
751134999;18;75056;11;75;751;75113;18;0;0;0;11;7;0;7
751135001;1164;75056;11;75;751;75113;1097;1;7;59;2;73;12;85
751135002;959;75056;11;75;751;75113;908;6;11;34;4;16;4;20
751135003;1732;75056;11;75;751;75113;1634;7;10;81;247;498;42;540
751135004;1132;75056;11;75;751;75113;970;5;11;146;349;429;11;440
751135005;1715;75056;11;75;751;75113;1535;29;30;121;310;580;36;616
