Annee;COM;REG;DEP;ARR;CV;ZE1990;LIBGEO;PMIMP;PTSA;PPEN;PBEN;PAUT
2001;91568;11;91;911;9124;1145;Saint-Maurice-Montcouronne;;;;;
2001;91570;11;91;913;9133;1144;Saint-Michel-sur-Orge;78,87;75,99;18,96;3,49;1,56
2001;91573;11;91;912;9132;1147;Saint-Pierre-du-Perray;83,75;85,69;9,69;2,79;1,83
2001;91577;11;91;912;9132;1147;Saintry-sur-Seine;85,53;73,59;16,76;5,42;4,23
2001;91578;11;91;911;9124;1145;Saint-Sulpice-de-Favières;;;;;
2001;91579;11;91;913;9104;1147;Saint-Vrain;85,06;72,62;21,68;3,49;2,21
2001;91581;11;91;911;9124;1145;Saint-Yon;;;;;
2001;91587;11;91;913;9135;1144;Saulx-les-Chartreux;82,78;76,3;12,95;5,53;5,22
2001;91589;11;91;913;9199;1144;Savigny-sur-Orge;78,07;72,6;21,02;4,08;2,31
2001;91593;11;91;911;9124;1145;Sermaise;;;;;
2001;91599;11;91;912;9118;1147;Soisy-sur-École;;;;;
2001;91600;11;91;912;9132;1147;Soisy-sur-Seine;87,45;72,28;16,24;6,08;5,4
2001;91602;11;91;911;9109;1145;Souzy-la-Briche;;;;;
2001;91613;11;91;911;9117;1146;Congerville-Thionville;;;;;
2001;91617;11;91;912;9132;1147;Tigery;;;;;
2001;91619;11;91;911;9109;1145;Torfou;;;;;
2001;91629;11;91;911;9108;1147;Valpuiseaux;;;;;
2001;91630;11;91;911;9124;1145;Val-Saint-Germain (Le);;;;;
2001;91631;11;91;912;9138;1135;Varennes-Jarcy;;;;;
2001;91634;11;91;913;9113;1143;Vaugrigneuse;;;;;
2001;91635;11;91;913;9103;1133;Vauhallan;86,73;71,5;19,8;5,09;3,61
2001;91639;11;91;911;9111;1147;Vayres-sur-Essonne;;;;;
2001;91645;11;91;913;9103;1133;Verrières-le-Buisson;84,69;70,84;18,37;5,67;5,12
2001;91648;11;91;912;9116;1147;Vert-le-Grand;;;;;
2001;91649;11;91;912;9116;1147;Vert-le-Petit;80,55;83,35;13,49;2,16;1,01
2001;91654;11;91;911;9111;1147;Videlles;;;;;
2001;91657;11;91;912;9134;1144;Vigneux-sur-Seine;67,16;75,87;19,53;2,91;1,69
2001;91659;11;91;912;9106;1147;Villabé;84,39;84,12;11,52;3,15;1,2
2001;91661;11;91;913;9135;1143;Villebon-sur-Yvette;87,1;78,56;15,27;3,66;2,52
2001;91662;11;91;911;9109;1145;Villeconin;;;;;
2001;91665;11;91;913;9120;1144;Ville-du-Bois (La);81,2;80,9;11,64;4,09;3,37
2001;91666;11;91;913;9135;1143;Villejust;;;;;
2001;91667;11;91;913;9114;1144;Villemoisson-sur-Orge;84,38;76,2;16,23;4,68;2,89
2001;91671;11;91;911;9109;1147;Villeneuve-sur-Auvers;;;;;
2001;91679;11;91;913;9103;1143;Villiers-le-Bâcle;;;;;
2001;91685;11;91;913;9114;1144;Villiers-sur-Orge;88,16;76,42;14,87;3,25;5,47
2001;91687;11;91;912;9127;1144;Viry-Châtillon;72,95;74,44;20,57;3,22;1,77
2001;91689;11;91;913;9128;1144;Wissous;84,5;74,14;16,27;5,85;3,74
2001;91691;11;91;912;9136;1135;Yerres;81,22;74,67;18,64;4,45;2,23
2001;91692;11;91;913;9143;1143;Ulis (Les);68,02;86,56;11,06;1,6;0,77
2001;92002;11;92;921;9287;1133;Antony;80,84;72,56;19,4;4,92;3,12
2001;92004;11;92;922;9288;1132;Asnières-sur-Seine;71,94;75,73;16,32;4,78;3,16
2001;92007;11;92;921;9204;1133;Bagneux;68,9;76,38;19,13;3,03;1,46
2001;92009;11;92;922;9205;1132;Bois-Colombes;75,92;72,33;19,08;5,55;3,04
2001;92012;11;92;923;9289;1133;Boulogne-Billancourt;78,87;69,84;17,75;6,31;6,1
2001;92014;11;92;921;9209;1133;Bourg-la-Reine;82,12;67,75;21,6;6,22;4,42
2001;92019;11;92;921;9285;1133;Châtenay-Malabry;74,36;73,77;19,21;4,6;2,42
2001;92020;11;92;921;9210;1133;Châtillon;82,19;76,74;16,85;4,21;2,21
2001;92022;11;92;923;9211;1142;Chaville;81,38;73,08;20,3;3,15;3,48
2001;92023;11;92;921;9290;1133;Clamart;78,95;70,92;20;5,47;3,62
2001;92024;11;92;922;9291;1132;Clichy;63,73;79,75;15,14;3,13;1,98
2001;92025;11;92;922;9292;1132;Colombes;67,55;74,51;18,44;4,49;2,56
2001;92026;11;92;922;9293;1132;Courbevoie;81,52;78,59;14,61;4,24;2,56
2001;92032;11;92;921;9243;1133;Fontenay-aux-Roses;81,01;73,42;20,32;3,5;2,77
2001;92033;11;92;922;9218;1132;Garches;84,66;71,76;16,01;6,26;5,96
2001;92035;11;92;922;9219;1132;Garenne-Colombes (La);80,91;76,35;15,81;4,82;3,03
2001;92036;11;92;922;9286;1132;Gennevilliers;54,11;77,22;19,42;2,43;0,94
2001;92040;11;92;923;9294;1133;Issy-les-Moulineaux;80,69;79,23;14,05;4,06;2,65
2001;92044;11;92;922;9295;1132;Levallois-Perret;78,37;77,52;13,14;5,36;3,98
2001;92046;11;92;921;9225;1133;Malakoff;72,24;75,1;18,68;4,07;2,15
2001;92047;11;92;923;9211;1132;Marnes-la-Coquette;;;;;
2001;92048;11;92;923;9296;1133;Meudon;80,21;69,75;21,25;5,02;3,99
2001;92049;11;92;921;9227;1133;Montrouge;78,24;74,16;18,7;4,63;2,51
2001;92050;11;92;922;9297;1132;Nanterre;64,73;80,31;14,98;3,08;1,64
2001;92051;11;92;922;9298;1132;Neuilly-sur-Seine;81,05;57,77;17,85;9,68;14,7
2001;92060;11;92;921;9232;1133;Plessis-Robinson (Le);79,42;77,76;17;3,44;1,8
2001;92062;11;92;922;9233;1132;Puteaux;73,79;78,31;14,79;4,2;2,7
2001;92063;11;92;922;9299;1132;Rueil-Malmaison;83,32;75,99;15,88;4,71;3,42
2001;92064;11;92;923;9235;1132;Saint-Cloud;83,59;67,12;18,81;6,6;7,47
2001;92071;11;92;921;9236;1133;Sceaux;84,31;62,71;21,94;8,64;6,71
2001;92072;11;92;923;9237;1133;Sèvres;81,98;74,25;16,22;5,59;3,95
2001;92073;11;92;922;9238;1132;Suresnes;77,72;77,91;14,33;4,59;3,17
2001;92075;11;92;921;9239;1133;Vanves;80,81;74,48;17,95;4,34;3,22
2001;92076;11;92;923;9211;1132;Vaucresson;85,83;65,99;18,05;7,54;8,42
2001;92077;11;92;923;9211;1132;Ville-d'Avray;85,52;66,81;19,8;6,79;6,6
2001;92078;11;92;922;9240;1132;Villeneuve-la-Garenne;61,97;78,85;17,37;2,58;1,21
2001;93001;11;93;933;9392;1137;Aubervilliers;50,5;75,04;20,15;2,93;1,88
2001;93005;11;93;932;9393;1137;Aulnay-sous-Bois;63,07;74;19,26;4,48;2,26
2001;93006;11;93;931;9305;1136;Bagnolet;57,76;76;18,2;3,9;1,9
2001;93007;11;93;932;9306;1137;Blanc-Mesnil (Le);61,26;74,55;19,94;3,44;2,07
2001;93008;11;93;931;9307;1137;Bobigny;52,03;79,1;16,8;3;1,1
2001;93010;11;93;931;9394;1136;Bondy;59,17;75,63;19,77;3,06;1,54
2001;93013;11;93;931;9309;1137;Bourget (Le);67,31;72,95;20,56;3,97;2,52
2001;93014;11;93;932;9324;1136;Clichy-sous-Bois;47,05;80,54;14,32;3,82;1,33
2001;93015;11;93;932;9315;1136;Coubron;83,57;74,85;15,74;6,06;3,34
2001;93027;11;93;933;9310;1137;Courneuve (La);48,27;75,48;19,11;3,03;2,38
2001;93029;11;93;931;9395;1137;Drancy;63;72,56;21,18;3,96;2,3
2001;93030;11;93;931;9309;1137;Dugny;60,26;83,06;13,81;2,26;0,87
2001;93031;11;93;933;9312;1132;Épinay-sur-Seine;57,54;75,44;19,57;3,16;1,83
2001;93032;11;93;932;9313;1136;Gagny;73,99;72,85;20,34;4,27;2,54
2001;93033;11;93;932;9319;1136;Gournay-sur-Marne;83,28;69,26;17,73;8,9;4,1
2001;93039;11;93;933;9329;1132;Île-Saint-Denis (L');56,1;79,98;16,22;2,48;1,33
2001;93045;11;93;931;9323;1136;Lilas (Les);70,22;71,72;19,48;5,67;3,12
2001;93046;11;93;932;9314;1136;Livry-Gargan;74,83;71,67;20,7;4,69;2,94
2001;93047;11;93;932;9315;1136;Montfermeil;64,97;73,21;18,41;5,35;3,02
2001;93048;11;93;931;9396;1136;Montreuil;62,46;74,58;19,47;3,78;2,17
2001;93049;11;93;932;9318;1136;Neuilly-Plaisance;75,4;76,44;15,75;5,24;2,57
2001;93050;11;93;932;9337;1136;Neuilly-sur-Marne;72,04;80,75;15,12;2,52;1,61
2001;93051;11;93;932;9319;1136;Noisy-le-Grand;71,69;80,71;13,09;3,88;2,32
2001;93053;11;93;931;9320;1136;Noisy-le-Sec;63,2;74,45;19,72;3,7;2,14
2001;93055;11;93;931;9397;1137;Pantin;59,12;76,87;17,62;3,6;1,9
2001;93057;11;93;931;9322;1136;Pavillons-sous-Bois (Les);71,71;70,15;21,1;5,07;3,69
2001;93059;11;93;933;9339;1137;Pierrefitte-sur-Seine;53,64;77,25;17,64;3,28;1,83
2001;93061;11;93;931;9323;1137;Pré-Saint-Gervais (Le);64,69;78,13;14,8;4,61;2,45
2001;93062;11;93;932;9324;1136;Raincy (Le);79,79;61,71;19,44;11,53;7,31
2001;93063;11;93;931;9325;1136;Romainville;58,8;74,57;18,95;4,56;1,91
2001;93064;11;93;931;9326;1136;Rosny-sous-Bois;70,63;76,57;17,33;3,7;2,4
2001;93066;11;93;933;9398;1137;Saint-Denis;52,71;78,59;17,4;2,76;1,25
2001;93070;11;93;933;9399;1137;Saint-Ouen;55,33;75,59;18,54;3,83;2,04
2001;93071;11;93;932;9331;1137;Sevran;61,88;80,05;16,04;2,79;1,12
2001;93072;11;93;933;9332;1137;Stains;50,35;74,06;21,98;2,61;1,34
2001;93073;11;93;932;9333;1137;Tremblay-en-France;71,54;78,3;16,52;3,45;1,72
2001;93074;11;93;932;9315;1137;Vaujours;78,88;78,15;15,31;3,94;2,6
2001;93077;11;93;931;9334;1136;Villemomble;71,01;67,41;21,65;6,15;4,78
2001;93078;11;93;932;9340;1137;Villepinte;68,53;82,65;12,32;3,62;1,41
2001;93079;11;93;933;9339;1137;Villetaneuse;50,42;80,06;15,41;2,55;1,99
2001;94001;11;94;941;9428;1144;Ablon-sur-Seine;81,41;70,46;22,21;3,58;3,75
2001;94002;11;94;941;9486;1135;Alfortville;64,87;76,46;17,68;3,73;2,13
2001;94003;11;94;943;9434;1133;Arcueil;70,08;75,16;18,41;4,11;2,31
2001;94004;11;94;941;9402;1135;Boissy-Saint-Léger;68,59;80,69;13,78;3,8;1,73
2001;94011;11;94;941;9403;1135;Bonneuil-sur-Marne;64,5;78,39;16,46;3,29;1,87
2001;94015;11;94;942;9404;1136;Bry-sur-Marne;83,28;72,15;16,27;7,8;3,78
2001;94016;11;94;943;9405;1133;Cachan;74,53;74,12;19,42;3,79;2,68
2001;94017;11;94;942;9494;1135;Champigny-sur-Marne;66,02;73,93;18,93;4,43;2,71
2001;94018;11;94;941;9407;1135;Charenton-le-Pont;78,88;71,08;17,29;7,34;4,28
2001;94019;11;94;942;9408;1135;Chennevières-sur-Marne;72,55;73,86;16,03;5,79;4,31
2001;94021;11;94;943;9442;1134;Chevilly-Larue;75,28;74,64;19,39;3,14;2,83
2001;94022;11;94;941;9409;1134;Choisy-le-Roi;69,31;73,54;20,65;3,34;2,48
2001;94028;11;94;941;9490;1135;Créteil;69,93;77,41;16,19;4,33;2,07
2001;94033;11;94;942;9491;1136;Fontenay-sous-Bois;73,33;72,52;17,52;5,48;4,48
2001;94034;11;94;943;9437;1133;Fresnes;78,52;76,19;19,08;2,84;1,89
2001;94037;11;94;943;9487;1133;Gentilly;66,84;75,61;18,56;3,95;1,88
2001;94038;11;94;943;9412;1133;Haÿ-les-Roses (L');78,22;71,3;21,21;4,46;3,04
2001;94041;11;94;941;9495;1134;Ivry-sur-Seine;63,77;74,33;19,98;3,75;1,95
2001;94042;11;94;942;9415;1135;Joinville-le-Pont;74,76;69,76;19,04;7;4,2
2001;94043;11;94;943;9416;1134;Kremlin-Bicêtre (Le);74,62;79,54;14,36;3,98;2,13
2001;94044;11;94;941;9402;1135;Limeil-Brévannes;76,42;79,98;14,46;3,68;1,88
2001;94046;11;94;941;9496;1135;Maisons-Alfort;76,69;73,01;19,8;4,35;2,84
2001;94047;11;94;941;9426;1135;Mandres-les-Roses;80,26;75,9;13,18;7,13;3,78
2001;94048;11;94;941;9426;1135;Marolles-en-Brie;88,62;82,3;7,54;6,58;3,58
2001;94052;11;94;942;9419;1136;Nogent-sur-Marne;79,67;68,5;17,83;7,35;6,32
2001;94053;11;94;942;9444;1135;Noiseau;85,78;76,82;14,6;5,96;2,62
2001;94054;11;94;941;9420;1144;Orly;61,86;73,88;21,38;3,01;1,73
2001;94055;11;94;942;9444;1135;Ormesson-sur-Marne;80,62;70,01;19,67;6,19;4,14
2001;94056;11;94;941;9426;1135;Périgny;86,03;77,46;13,14;7,32;2,09
2001;94058;11;94;942;9421;1136;Perreux-sur-Marne (Le);78,69;70,22;18,46;7,03;4,28
2001;94059;11;94;942;9438;1135;Plessis-Trévise (Le);77,31;75,02;16,44;5,01;3,53
2001;94060;11;94;942;9444;1135;Queue-en-Brie (La);79,32;81,03;11,65;5,43;1,89
2001;94065;11;94;943;9442;1134;Rungis;88,64;79,83;8,39;4,12;7,67
2001;94067;11;94;942;9422;1136;Saint-Mandé;79,42;61,87;18,19;10,15;9,78
2001;94068;11;94;941;9497;1135;Saint-Maur-des-Fossés;79,78;66,1;20,71;7,36;5,82
2001;94069;11;94;941;9407;1135;Saint-Maurice;78,54;74,73;14,06;6,91;4,3
2001;94070;11;94;941;9426;1135;Santeny;85,52;71,31;15,33;8,46;4,89
2001;94071;11;94;941;9446;1135;Sucy-en-Brie;80,29;72,59;18,52;5,35;3,55
2001;94073;11;94;943;9425;1134;Thiais;77,3;75,06;17,65;4,17;3,12
2001;94074;11;94;941;9447;1135;Valenton;60,62;79,53;16,23;2,56;1,67
2001;94075;11;94;941;9426;1135;Villecresnes;82,77;71,46;17,6;6,84;4,09
2001;94076;11;94;943;9493;1134;Villejuif;70,29;74,41;19,82;3,5;2,28
2001;94077;11;94;941;9428;1144;Villeneuve-le-Roi;70,63;70,88;22,89;4,05;2,17
2001;94078;11;94;941;9488;1135;Villeneuve-Saint-Georges;62,68;75,43;19,69;2,83;2,05
2001;94079;11;94;942;9438;1136;Villiers-sur-Marne;71,46;75,84;16,62;5,02;2,51
2001;94080;11;94;942;9498;1136;Vincennes;79,57;70,75;18,88;5,86;4,52
2001;94081;11;94;941;9499;1134;Vitry-sur-Seine;65,98;74,23;19,95;3,61;2,22
2001;95002;11;95;953;9527;1138;Ableiges;;;;;
2001;95008;11;95;953;9516;1141;Aincourt;;;;;
2001;95011;11;95;953;9516;1138;Ambleville;;;;;
2001;95012;11;95;953;9516;1138;Amenucourt;;;;;
2001;95014;11;95;952;9524;1132;Andilly;83,26;74,29;11,03;9,24;5,44
2001;95018;11;95;951;9599;1132;Argenteuil;62,44;75,24;19,02;3,33;2,41
2001;95019;11;95;952;9535;1137;Arnouville-lès-Gonesse;72,68;71,32;20,77;4,85;3,07
2001;95023;11;95;953;9517;1138;Arronville;;;;;
2001;95024;11;95;953;9516;1138;Arthies;;;;;
2001;95026;11;95;952;9526;1137;Asnières-sur-Oise;81,25;77,3;13,06;6;3,63
2001;95028;11;95;952;9506;1137;Attainville;;;;;
2001;95039;11;95;953;9534;1138;Auvers-sur-Oise;80,01;74,06;16,2;6,6;3,14
2001;95040;11;95;953;9527;1138;Avernes;;;;;
2001;95042;11;95;952;9526;1137;Baillet-en-France;;;;;
2001;95046;11;95;953;9516;1138;Banthelu;;;;;
2001;95051;11;95;953;9528;1132;Beauchamp;81,27;71,56;20,6;4,2;3,63
2001;95052;11;95;953;9503;1138;Beaumont-sur-Oise;67,53;74,75;20,31;2,81;2,12
2001;95054;11;95;953;9517;1138;Bellay-en-Vexin (Le);;;;;
2001;95055;11;95;952;9515;1137;Bellefontaine;;;;;
2001;95056;11;95;952;9526;1137;Belloy-en-France;;;;;
2001;95058;11;95;953;9503;1138;Bernes-sur-Oise;76,26;78,87;15,85;3,9;1,39
2001;95059;11;95;953;9517;1138;Berville;;;;;
2001;95060;11;95;953;9525;1132;Bessancourt;74,86;76,09;16,79;4,29;2,82
2001;95061;11;95;953;9525;1137;Béthemont-la-Forêt;;;;;
2001;95063;11;95;951;9504;1132;Bezons;65,38;77,28;17,75;3,32;1,66
2001;95074;11;95;953;9539;1138;Boisemont;;;;;
2001;95078;11;95;953;9529;1138;Boissy-l'Aillerie;;;;;
2001;95088;11;95;952;9538;1137;Bonneuil-en-France;;;;;
2001;95091;11;95;952;9506;1137;Bouffémont;77,44;79,02;13,92;5,35;1,71
2001;95094;11;95;952;9513;1137;Bouqueval;;;;;
2001;95101;11;95;953;9516;1138;Bray-et-Lû;;;;;
2001;95102;11;95;953;9517;1138;Bréançon;;;;;
2001;95110;11;95;953;9517;1138;Brignancourt;;;;;
2001;95116;11;95;953;9503;1138;Bruyères-sur-Oise;72,46;82,86;13,94;1,8;1,4
2001;95119;11;95;953;9516;1138;Buhy;;;;;
2001;95120;11;95;953;9534;1138;Butry-sur-Oise;;;;;
2001;95127;11;95;953;9596;1138;Cergy;68,5;87,73;8,05;3,12;1,1
2001;95134;11;95;953;9503;1138;Champagne-sur-Oise;77,29;74,97;16,16;6,2;2,67
2001;95139;11;95;953;9516;1138;Chapelle-en-Vexin (La);;;;;
2001;95141;11;95;953;9516;1138;Charmont;;;;;
2001;95142;11;95;953;9517;1138;Chars;;;;;
2001;95144;11;95;952;9515;1137;Châtenay-en-France;;;;;
2001;95149;11;95;952;9515;1137;Chaumontel;85,62;76,21;14,28;6,56;2,96
2001;95150;11;95;953;9516;1138;Chaussy;;;;;
2001;95151;11;95;953;9525;1137;Chauvry;;;;;
2001;95154;11;95;952;9513;1156;Chennevières-lès-Louvres;;;;;
2001;95157;11;95;953;9516;1141;Chérence;;;;;
2001;95166;11;95;953;9527;1138;Cléry-en-Vexin;;;;;
2001;95169;11;95;953;9527;1138;Commeny;;;;;
2001;95170;11;95;953;9527;1138;Condécourt;;;;;
2001;95176;11;95;951;9505;1132;Cormeilles-en-Parisis;81,2;76,57;16,44;4,17;2,83
2001;95177;11;95;953;9517;1138;Cormeilles-en-Vexin;;;;;
2001;95181;11;95;953;9527;1138;Courcelles-sur-Viosne;;;;;
2001;95183;11;95;953;9539;1138;Courdimanche;82,77;90,36;4,93;3,82;0,89
2001;95197;11;95;952;9509;1132;Deuil-la-Barre;75,51;72,31;19,82;4,96;2,9
2001;95199;11;95;952;9506;1137;Domont;78;74,35;18,54;4,9;2,2
2001;95203;11;95;953;9507;1132;Eaubonne;79,65;69,83;23,26;4,64;2,28
2001;95205;11;95;952;9508;1137;Écouen;80,2;80,2;13,7;3,93;2,17
2001;95210;11;95;952;9509;1132;Enghien-les-Bains;77,73;58,69;21,44;11,84;8,03
2001;95211;11;95;953;9534;1138;Ennery;85,89;71,83;15,77;7,13;5,27
2001;95212;11;95;952;9513;1156;Épiais-lès-Louvres;;;;;
2001;95213;11;95;953;9517;1138;Épiais-Rhus;;;;;
2001;95214;11;95;952;9515;1137;Épinay-Champlâtreux;;;;;
2001;95218;11;95;953;9537;1138;Éragny;77,97;84,35;11;3,27;1,37
2001;95219;11;95;953;9510;1132;Ermont;72,75;74,29;20,17;3,41;2,13
2001;95229;11;95;952;9508;1137;Ézanville;77,63;74,19;19,13;4,26;2,42
2001;95241;11;95;952;9515;1137;Fontenay-en-Parisis;;;;;
2001;95250;11;95;952;9515;1137;Fosses;75,94;82,64;14,29;2,07;0,99
2001;95252;11;95;953;9511;1132;Franconville;76,31;77,38;17,83;3,07;1,73
2001;95253;11;95;953;9527;1138;Frémainville;;;;;
2001;95254;11;95;953;9517;1138;Frémécourt;;;;;
2001;95256;11;95;953;9525;1132;Frépillon;85,16;76,36;15,87;5,07;2,69
2001;95257;11;95;951;9531;1132;Frette-sur-Seine (La);85,75;70,51;19,08;6,24;4,17
2001;95258;11;95;953;9534;1138;Frouville;;;;;
2001;95259;11;95;953;9527;1138;Gadancourt;;;;;
2001;95268;11;95;952;9597;1137;Garges-lès-Gonesse;46,68;79,98;16,35;0,15;3,51
2001;95270;11;95;953;9516;1138;Genainville;;;;;
2001;95271;11;95;953;9534;1138;Génicourt;;;;;
2001;95277;11;95;952;9513;1137;Gonesse;66,63;78,93;16,2;3,26;1,62
2001;95280;11;95;952;9530;1137;Goussainville;62,42;78,14;17,7;2,88;1,28
2001;95282;11;95;953;9527;1138;Gouzangrez;;;;;
2001;95287;11;95;953;9517;1138;Grisy-les-Plâtres;;;;;
2001;95288;11;95;952;9518;1137;Groslay;79,27;76,23;14,47;5,35;3,96
2001;95295;11;95;953;9527;1138;Guiry-en-Vexin;;;;;
2001;95298;11;95;953;9517;1138;Haravilliers;;;;;
2001;95301;11;95;953;9516;1141;Haute-Isle;;;;;
2001;95303;11;95;953;9517;1138;Heaulme (Le);;;;;
2001;95304;11;95;953;9534;1138;Hédouville;;;;;
2001;95306;11;95;951;9531;1132;Herblay;80,96;75,96;16,84;5,12;2,08
2001;95308;11;95;953;9534;1138;Hérouville;;;;;
2001;95309;11;95;953;9516;1138;Hodent;;;;;
2001;95313;11;95;953;9514;1138;Isle-Adam (L');79,16;69,37;20,05;6,22;4,36
2001;95316;11;95;952;9515;1137;Jagny-sous-Bois;;;;;
2001;95323;11;95;953;9539;1138;Jouy-le-Moutier;77,1;90,93;5,75;2,33;0,99
2001;95328;11;95;953;9534;1138;Labbeville;;;;;
2001;95331;11;95;952;9515;1137;Lassy;;;;;
2001;95341;11;95;953;9534;1138;Livilliers;;;;;
2001;95348;11;95;953;9527;1138;Longuesse;;;;;
2001;95351;11;95;952;9530;1137;Louvres;75,21;78,14;15,75;4,06;2,05
2001;95352;11;95;952;9515;1137;Luzarches;82,46;70,53;18,56;6,49;4,42
2001;95353;11;95;952;9526;1137;Maffliers;;;;;
2001;95355;11;95;953;9516;1138;Magny-en-Vexin;66,4;75,5;15,4;6,38;2,72
2001;95365;11;95;952;9515;1137;Mareil-en-France;;;;;
2001;95369;11;95;952;9524;1132;Margency;89,53;75,82;14,79;6,67;2,71
2001;95370;11;95;953;9517;1138;Marines;75,89;79,08;15,44;0,83;4,65
2001;95371;11;95;952;9515;1137;Marly-la-Ville;82,96;81,74;13,39;3,53;1,33
2001;95379;11;95;953;9516;1138;Maudétour-en-Vexin;;;;;
2001;95387;11;95;953;9517;1138;Menouville;;;;;
2001;95388;11;95;953;9539;1138;Menucourt;81,64;85,11;12,45;1,69;0,75
2001;95392;11;95;953;9514;1138;Mériel;80,42;73,99;17,53;5,91;2,58
2001;95394;11;95;953;9521;1138;Méry-sur-Oise;80,1;82,89;11,53;4,08;1,5
2001;95395;11;95;952;9508;1137;Mesnil-Aubry (Le);;;;;
2001;95409;11;95;952;9506;1137;Moisselles;;;;;
2001;95422;11;95;953;9527;1138;Montgeroult;;;;;
2001;95424;11;95;951;9505;1132;Montigny-lès-Cormeilles;69,9;80,04;13,93;4,15;1,88
2001;95426;11;95;953;9520;1132;Montlignon;85,73;68,12;16,56;9,59;5,73
2001;95427;11;95;952;9509;1137;Montmagny;68,59;80,63;13,06;4,5;1,81
2001;95428;11;95;952;9518;1132;Montmorency;79,14;65,42;18,36;10,86;5,36
2001;95429;11;95;953;9516;1138;Montreuil-sur-Epte;;;;;
2001;95430;11;95;952;9526;1137;Montsoult;82,22;74,33;18;5,2;2,46
2001;95436;11;95;953;9503;1138;Mours;;;;;
2001;95438;11;95;953;9517;1138;Moussy;;;;;
2001;95445;11;95;953;9514;1137;Nerville-la-Forêt;;;;;
2001;95446;11;95;953;9534;1138;Nesles-la-Vallée;;;;;
2001;95447;11;95;953;9517;1138;Neuilly-en-Vexin;;;;;
2001;95450;11;95;953;9539;1138;Neuville-sur-Oise;;;;;
2001;95452;11;95;953;9503;1138;Nointel;;;;;
2001;95456;11;95;952;9526;1138;Noisy-sur-Oise;;;;;
2001;95459;11;95;953;9517;1138;Nucourt;;;;;
2001;95462;11;95;953;9516;1138;Omerville;;;;;
2001;95476;11;95;953;9529;1138;Osny;76,23;81,49;13,38;3,44;1,69
2001;95480;11;95;953;9514;1138;Parmain;81,4;72,84;13,31;9,65;4,2
2001;95483;11;95;953;9527;1138;Perchay (Le);;;;;
2001;95487;11;95;953;9503;1138;Persan;58,2;78,81;17,68;2,46;1,05
2001;95488;11;95;953;9528;1138;Pierrelaye;72,2;77,5;15,81;4,15;2,55
2001;95489;11;95;952;9508;1137;Piscop;;;;;
2001;95491;11;95;953;9528;1132;Plessis-Bouchard (Le);85,83;76,26;18,11;3,6;2,03
2001;95492;11;95;952;9508;1137;Plessis-Gassot (Le);;;;;
2001;95493;11;95;952;9515;1137;Plessis-Luzarches (Le);;;;;
2001;95500;11;95;953;9519;1138;Pontoise;70,56;75,36;16,17;5,51;2,96
2001;95504;11;95;953;9514;1138;Presles;83,41;70,71;17,05;5,29;6,95
2001;95509;11;95;952;9515;1137;Puiseux-en-France;81,82;78,23;16,75;3,15;1,87
2001;95510;11;95;953;9529;1138;Puiseux-Pontoise;;;;;
2001;95523;11;95;953;9516;1141;Roche-Guyon (La);;;;;
2001;95527;11;95;952;9513;1156;Roissy-en-France;81,35;85,51;9,07;4,26;1,15
2001;95529;11;95;953;9503;1138;Ronquerolles;;;;;
2001;95535;11;95;953;9527;1138;Sagy;;;;;
2001;95539;11;95;952;9508;1137;Saint-Brice-sous-Forêt;78,36;78,31;13,3;6,11;2,28
2001;95541;11;95;953;9516;1138;Saint-Clair-sur-Epte;;;;;
2001;95543;11;95;953;9516;1141;Saint-Cyr-en-Arthies;;;;;
2001;95554;11;95;953;9516;1138;Saint-Gervais;;;;;
2001;95555;11;95;952;9540;1132;Saint-Gratien;74,42;71,32;20,72;4,9;3,06
2001;95563;11;95;953;9520;1132;Saint-Leu-la-Forêt;81,96;73,66;16,87;6,73;2,74
2001;95566;11;95;952;9526;1137;Saint-Martin-du-Tertre;79,32;79,23;15,45;4,22;1,1
2001;95572;11;95;953;9521;1138;Saint-Ouen-l'Aumône;63,27;80,32;15,25;2,74;1,68
2001;95574;11;95;953;9520;1132;Saint-Prix;80,85;73,76;14,89;6,93;4,42
2001;95580;11;95;952;9515;1156;Saint-Witz;;;;;
2001;95582;11;95;951;9522;1132;Sannois;72,25;76,29;17,57;3,88;2,26
2001;95584;11;95;953;9517;1138;Santeuil;;;;;
2001;95585;11;95;952;9598;1137;Sarcelles;52,41;74,89;18,73;4,53;1,84
2001;95592;11;95;953;9527;1140;Seraincourt;;;;;
2001;95594;11;95;952;9526;1137;Seugy;;;;;
2001;95598;11;95;952;9524;1132;Soisy-sous-Montmorency;75,78;69,11;20,95;6,39;3,55
2001;95604;11;95;952;9515;1156;Survilliers;77,72;80,82;14,86;2,55;1,76
2001;95607;11;95;953;9525;1132;Taverny;78,34;76,59;16,88;4,25;2,27
2001;95610;11;95;953;9527;1138;Théméricourt;;;;;
2001;95611;11;95;953;9517;1138;Theuville;;;;;
2001;95612;11;95;952;9513;1137;Thillay (Le);74,94;75,92;15,89;5,31;2,88
2001;95625;11;95;953;9527;1138;Us;;;;;
2001;95627;11;95;953;9534;1138;Vallangoujard;;;;;
2001;95628;11;95;953;9534;1138;Valmondois;;;;;
2001;95633;11;95;952;9513;1137;Vaudherland;;;;;
2001;95637;11;95;953;9539;1138;Vauréal;75,64;91,34;4,13;3,43;1,1
2001;95641;11;95;952;9513;1156;Vémars;81,66;84,49;10,01;3,32;2,18
