Annee;COM;REG;DEP;ARR;CV;ZE1990;LIBGEO;PMIMP;PTSA;PPEN;PBEN;PAUT
2006;92060;11;92;921;9232;1133;Le Plessis-Robinson;80,42;75,79;17,69;3,12;3,4
2006;92062;11;92;922;9233;1132;Puteaux;75,34;77,01;15,08;3,49;4,42
2006;92063;11;92;922;9299;1132;Rueil-Malmaison;82,92;74,27;16,19;3,75;5,79
2006;92064;11;92;923;9235;1132;Saint-Cloud;82,45;64,7;17,97;5,95;11,38
2006;92071;11;92;921;9236;1133;Sceaux;83,12;59,41;21,78;6,71;12,1
2006;92072;11;92;923;9237;1133;Sèvres;82,13;71,95;16,51;4,55;6,99
2006;92073;11;92;922;9238;1132;Suresnes;77,24;76,79;13,57;4,4;5,24
2006;92075;11;92;921;9239;1133;Vanves;80,12;72,14;18,54;3,99;5,32
2006;92076;11;92;923;9211;1132;Vaucresson;85,13;65,17;17,31;6,13;11,4
2006;92077;11;92;923;9211;1132;Ville-d'Avray;83,67;62,57;19,75;5,7;11,98
2006;92078;11;92;922;9240;1132;Villeneuve-la-Garenne;63,69;78,17;17,85;2,62;1,36
2006;93001;11;93;933;9392;1137;Aubervilliers;52,04;74,97;20,08;2,33;2,63
2006;93005;11;93;932;9393;1137;Aulnay-sous-Bois;64,56;72,29;20,63;3,69;3,39
2006;93006;11;93;931;9305;1136;Bagnolet;59,39;74,6;18,9;3,28;3,22
2006;93007;11;93;932;9306;1137;Le Blanc-Mesnil;62,59;73,51;20,86;2,55;3,08
2006;93008;11;93;931;9307;1137;Bobigny;53,35;78,24;17,65;2,18;1,94
2006;93010;11;93;931;9394;1136;Bondy;60,01;75,54;20,07;2,32;2,06
2006;93013;11;93;931;9309;1137;Le Bourget;67,11;73,42;20,42;3,29;2,87
2006;93014;11;93;932;9324;1136;Clichy-sous-Bois;48,92;78,8;15,77;3,32;2,11
2006;93015;11;93;932;9315;1136;Coubron;84,66;72,83;19,01;4,99;3,18
2006;93027;11;93;933;9310;1137;La Courneuve;50,79;76,29;19,23;1,86;2,62
2006;93029;11;93;931;9395;1137;Drancy;62,73;72,21;21,88;2,53;3,37
2006;93030;11;93;931;9309;1137;Dugny;61,89;83,81;13,97;1,85;0,36
2006;93031;11;93;933;9312;1132;Epinay-sur-Seine;59,12;75,15;20,08;2,48;2,28
2006;93032;11;93;932;9313;1136;Gagny;74,38;70,71;21,83;3,9;3,56
2006;93033;11;93;932;9319;1136;Gournay-sur-Marne;85,16;66,86;18,61;6,68;7,85
2006;93039;11;93;933;9329;1132;L' Ile-Saint-Denis;58,11;78,97;16,99;2,36;1,68
2006;93045;11;93;931;9323;1136;Les Lilas;70,97;70,63;19,2;4,91;5,26
2006;93046;11;93;932;9314;1136;Livry-Gargan;73,12;70,16;21,55;3,76;4,53
2006;93047;11;93;932;9315;1136;Montfermeil;65,8;70,45;20,69;4,11;4,75
2006;93048;11;93;931;9396;1136;Montreuil;63,89;74,57;18,72;3,44;3,26
2006;93049;11;93;932;9318;1136;Neuilly-Plaisance;75,3;74,79;17,36;4,06;3,78
2006;93050;11;93;932;9337;1136;Neuilly-sur-Marne;72,62;79,4;16,69;1,93;1,98
2006;93051;11;93;932;9319;1136;Noisy-le-Grand;73,22;78,91;14,49;3,32;3,27
2006;93053;11;93;931;9320;1136;Noisy-le-Sec;64,17;74,32;19,85;2,74;3,09
2006;93055;11;93;931;9397;1137;Pantin;59,88;76,27;18,12;3,03;2,58
2006;93057;11;93;931;9322;1136;Les Pavillons-sous-Bois;70,45;70,63;20,76;3,9;4,71
2006;93059;11;93;933;9339;1137;Pierrefitte-sur-Seine;54,66;76,33;18,5;2,31;2,86
2006;93061;11;93;931;9323;1137;Le Pré-Saint-Gervais;64,8;77,19;15,41;4,19;3,22
2006;93062;11;93;932;9324;1136;Le Raincy;78,88;59,5;18,79;9,19;12,52
2006;93063;11;93;931;9325;1136;Romainville;59,2;73,73;19,53;3,7;3,05
2006;93064;11;93;931;9326;1136;Rosny-sous-Bois;70,47;74,47;19,07;2,89;3,57
2006;93066;11;93;933;9398;1137;Saint-Denis;53,92;78,84;17,31;2,11;1,75
2006;93070;11;93;933;9399;1137;Saint-Ouen;56,91;76,5;17,92;2,83;2,75
2006;93071;11;93;932;9331;1137;Sevran;63,05;77,31;18,44;2,4;1,85
2006;93072;11;93;933;9332;1137;Stains;52,36;73,9;22;2,17;1,94
2006;93073;11;93;932;9333;1137;Tremblay-en-France;71,52;75,25;18,93;3,2;2,62
2006;93074;11;93;932;9315;1137;Vaujours;76,33;76,03;17,63;2,63;3,71
2006;93077;11;93;931;9334;1136;Villemomble;71,69;66,86;21,85;5,22;6,06
2006;93078;11;93;932;9340;1137;Villepinte;68,79;80,24;14,69;3,03;2,05
2006;93079;11;93;933;9339;1137;Villetaneuse;54,99;79,6;17,64;1,59;1,17
2006;94001;11;94;941;9428;1144;Ablon-sur-Seine;78,59;69,36;22,25;3,32;5,07
2006;94002;11;94;941;9486;1135;Alfortville;66,29;77,61;16,73;2,97;2,69
2006;94003;11;94;943;9434;1133;Arcueil;69,64;74,37;19,03;3,34;3,27
2006;94004;11;94;941;9402;1135;Boissy-Saint-Léger;70,76;77,42;16,78;3,11;2,68
2006;94011;11;94;941;9403;1135;Bonneuil-sur-Marne;64,72;75,36;19,4;2,73;2,51
2006;94015;11;94;942;9404;1136;Bry-sur-Marne;82,32;70,06;16,95;7,03;5,96
2006;94016;11;94;943;9405;1133;Cachan;75,42;73,34;19,05;3,53;4,08
2006;94017;11;94;942;9494;1135;Champigny-sur-Marne;67,26;72,85;19,96;3,63;3,56
2006;94018;11;94;941;9407;1135;Charenton-le-Pont;78,57;68,88;17,27;7,16;6,69
2006;94019;11;94;942;9408;1135;Chennevières-sur-Marne;73,27;69;18,72;5,76;6,52
2006;94021;11;94;943;9442;1134;Chevilly-Larue;75,56;74,33;20,15;2,17;3,35
2006;94022;11;94;941;9409;1134;Choisy-le-Roi;68,27;74,04;20,29;2,7;2,97
2006;94028;11;94;941;9490;1135;Créteil;69,26;74,28;18,3;3,81;3,61
2006;94033;11;94;942;9491;1136;Fontenay-sous-Bois;73,31;70,91;17,8;5,31;5,97
2006;94034;11;94;943;9437;1133;Fresnes;77,82;74,34;20,74;2,47;2,45
2006;94037;11;94;943;9487;1133;Gentilly;66,14;75;19,09;3,26;2,65
2006;94038;11;94;943;9412;1133;L' Haÿ-les-Roses;76,74;69,02;22,53;3,93;4,51
2006;94041;11;94;941;9495;1134;Ivry-sur-Seine;64,79;73,8;20,02;3,3;2,88
2006;94042;11;94;942;9415;1135;Joinville-le-Pont;75,07;69,39;19,83;5,34;5,44
2006;94043;11;94;943;9416;1134;Le Kremlin-Bicêtre;73,77;77,85;15,8;3,29;3,06
2006;94044;11;94;941;9402;1135;Limeil-Brévannes;75,64;77,99;16,48;3,29;2,25
2006;94046;11;94;941;9496;1135;Maisons-Alfort;77,02;71,65;20,26;3,76;4,33
2006;94047;11;94;941;9426;1135;Mandres-les-Roses;80,61;73,14;17,42;4,6;4,85
2006;94048;11;94;941;9426;1135;Marolles-en-Brie;86,79;78,47;11,19;6,27;4,07
2006;94052;11;94;942;9419;1136;Nogent-sur-Marne;79,89;66,59;17,8;6,99;8,62
2006;94053;11;94;942;9444;1135;Noiseau;84,59;70,55;19,09;6,24;4,11
2006;94054;11;94;941;9420;1144;Orly;62,87;74,29;20,97;2,42;2,32
2006;94055;11;94;942;9444;1135;Ormesson-sur-Marne;81,57;65,96;22,21;5,18;6,65
2006;94056;11;94;941;9426;1135;Périgny;87,9;74,6;16,86;6,92;1,62
2006;94058;11;94;942;9421;1136;Le Perreux-sur-Marne;79,59;69,45;18,1;6,26;6,19
2006;94059;11;94;942;9438;1135;Le Plessis-Trévise;77,97;71,21;19,74;4,23;4,82
2006;94060;11;94;942;9444;1135;La Queue-en-Brie;77,45;77,05;15,02;4,48;3,45
2006;94065;11;94;943;9442;1134;Rungis;86,08;81,84;11,56;3,46;3,14
2006;94067;11;94;942;9422;1136;Saint-Mandé;79,25;59,07;17,16;10,63;13,15
2006;94068;11;94;941;9497;1135;Saint-Maur-des-Fossés;79,08;63,69;20,91;6,75;8,65
2006;94069;11;94;941;9407;1135;Saint-Maurice;77,59;73,18;14,91;5,91;6
2006;94070;11;94;941;9426;1135;Santeny;87,07;66,6;18,31;7,31;7,77
2006;94071;11;94;941;9446;1135;Sucy-en-Brie;80,33;68,75;21,12;4,83;5,3
2006;94073;11;94;943;9425;1134;Thiais;77,22;73,08;19,03;3,64;4,24
2006;94074;11;94;941;9447;1135;Valenton;62,93;78,27;17,69;2,01;2,03
2006;94075;11;94;941;9426;1135;Villecresnes;81,97;67,71;20,1;4,83;7,36
2006;94076;11;94;943;9493;1134;Villejuif;69,64;74,03;19,89;3,01;3,06
2006;94077;11;94;941;9428;1144;Villeneuve-le-Roi;70;71,4;22,95;2,71;2,94
2006;94078;11;94;941;9488;1135;Villeneuve-Saint-Georges;61,33;75,34;20,2;2,29;2,17
2006;94079;11;94;942;9438;1136;Villiers-sur-Marne;72,85;75,85;17,23;3,69;3,23
2006;94080;11;94;942;9498;1136;Vincennes;79,27;69,5;17,68;5,87;6,95
2006;94081;11;94;941;9499;1134;Vitry-sur-Seine;65,96;72,78;20,82;3,02;3,37
2006;95002;11;95;953;9527;1138;Ableiges;;;;;
2006;95008;11;95;953;9516;1141;Aincourt;;;;;
2006;95011;11;95;953;9516;1138;Ambleville;;;;;
2006;95012;11;95;953;9516;1138;Amenucourt;;;;;
2006;95014;11;95;952;9524;1132;Andilly;81,38;68,35;13,94;10,53;7,18
2006;95018;11;95;951;9599;1132;Argenteuil;63,56;74,71;19,78;2,57;2,93
2006;95019;11;95;952;9535;1137;Arnouville-lès-Gonesse;70,59;69,36;21,89;4,17;4,58
2006;95023;11;95;953;9517;1138;Arronville;;;;;
2006;95024;11;95;953;9516;1138;Arthies;;;;;
2006;95026;11;95;952;9526;1137;Asnières-sur-Oise;80,3;75,4;15,23;5,96;3,41
2006;95028;11;95;952;9506;1137;Attainville;;;;;
2006;95039;11;95;953;9534;1138;Auvers-sur-Oise;79,96;72,11;18,33;4,74;4,83
2006;95040;11;95;953;9527;1138;Avernes;;;;;
2006;95042;11;95;952;9526;1137;Baillet-en-France;;;;;
2006;95046;11;95;953;9516;1138;Banthelu;;;;;
2006;95051;11;95;953;9528;1132;Beauchamp;80,25;68,27;22,96;3,79;4,97
2006;95052;11;95;953;9503;1138;Beaumont-sur-Oise;69,07;74,14;20,53;2,47;2,86
2006;95054;11;95;953;9517;1138;Le Bellay-en-Vexin;;;;;
2006;95055;11;95;952;9515;1137;Bellefontaine;;;;;
2006;95056;11;95;952;9526;1137;Belloy-en-France;;;;;
2006;95058;11;95;953;9503;1138;Bernes-sur-Oise;71,13;76,93;17,98;3,01;2,08
2006;95059;11;95;953;9517;1138;Berville;;;;;
2006;95060;11;95;953;9525;1132;Bessancourt;76,33;73,89;18,34;3,94;3,83
2006;95061;11;95;953;9525;1137;Béthemont-la-Forêt;;;;;
2006;95063;11;95;951;9504;1132;Bezons;65,45;76,14;18,66;2,75;2,46
2006;95074;11;95;953;9539;1138;Boisemont;;;;;
2006;95078;11;95;953;9529;1138;Boissy-l'Aillerie;;;;;
2006;95088;11;95;952;9538;1137;Bonneuil-en-France;;;;;
2006;95091;11;95;952;9506;1137;Bouffémont;77,07;73,69;18,96;4,61;2,73
2006;95094;11;95;952;9513;1137;Bouqueval;;;;;
2006;95101;11;95;953;9516;1138;Bray-et-Lû;;;;;
2006;95102;11;95;953;9517;1138;Bréançon;;;;;
2006;95110;11;95;953;9517;1138;Brignancourt;;;;;
2006;95116;11;95;953;9503;1138;Bruyères-sur-Oise;73,16;82,75;15,37;0,83;1,04
2006;95119;11;95;953;9516;1138;Buhy;;;;;
2006;95120;11;95;953;9534;1138;Butry-sur-Oise;;;;;
2006;95127;11;95;953;9596;1138;Cergy;70,36;85,3;10,37;2,61;1,72
2006;95134;11;95;953;9503;1138;Champagne-sur-Oise;78,21;73,25;17,77;5,17;3,8
2006;95139;11;95;953;9516;1138;La Chapelle-en-Vexin;;;;;
2006;95141;11;95;953;9516;1138;Charmont;;;;;
2006;95142;11;95;953;9517;1138;Chars;;;;;
2006;95144;11;95;952;9515;1137;Châtenay-en-France;;;;;
2006;95149;11;95;952;9515;1137;Chaumontel;84,39;74,28;18,17;4,34;3,22
2006;95150;11;95;953;9516;1138;Chaussy;;;;;
2006;95151;11;95;953;9525;1137;Chauvry;;;;;
2006;95154;11;95;952;9513;1156;Chennevières-lès-Louvres;;;;;
2006;95157;11;95;953;9516;1141;Chérence;;;;;
2006;95166;11;95;953;9527;1138;Cléry-en-Vexin;;;;;
2006;95169;11;95;953;9527;1138;Commeny;;;;;
2006;95170;11;95;953;9527;1138;Condécourt;;;;;
2006;95176;11;95;951;9505;1132;Cormeilles-en-Parisis;80,86;74,25;17,89;3,74;4,12
2006;95177;11;95;953;9517;1138;Cormeilles-en-Vexin;;;;;
2006;95181;11;95;953;9527;1138;Courcelles-sur-Viosne;;;;;
2006;95183;11;95;953;9539;1138;Courdimanche;82,11;87,48;7,28;3,14;2,1
2006;95197;11;95;952;9509;1132;Deuil-la-Barre;75,72;71,41;19,96;4,09;4,54
2006;95199;11;95;952;9506;1137;Domont;78,06;71,13;21,49;3,84;3,54
2006;95203;11;95;953;9507;1132;Eaubonne;78,68;68,54;23,79;4,13;3,55
2006;95205;11;95;952;9508;1137;Ecouen;79,15;78,82;14,67;3,46;3,05
2006;95210;11;95;952;9509;1132;Enghien-les-Bains;76,62;56,87;21,91;11,61;9,61
2006;95211;11;95;953;9534;1138;Ennery;84,25;68,27;19,19;6,17;6,37
2006;95212;11;95;952;9513;1156;Epiais-lès-Louvres;;;;;
2006;95213;11;95;953;9517;1138;Epiais-Rhus;;;;;
2006;95214;11;95;952;9515;1137;Epinay-Champlâtreux;;;;;
2006;95218;11;95;953;9537;1138;Eragny;77,43;80,67;15,12;2,25;1,96
2006;95219;11;95;953;9510;1132;Ermont;73,92;71,73;22;2,99;3,28
2006;95229;11;95;952;9508;1137;Ezanville;78,15;71,19;21,74;2,98;4,08
2006;95241;11;95;952;9515;1137;Fontenay-en-Parisis;;;;;
2006;95250;11;95;952;9515;1137;Fosses;75,83;78,94;17,54;1,93;1,59
2006;95252;11;95;953;9511;1132;Franconville;75,63;74,31;20,1;3,09;2,5
2006;95253;11;95;953;9527;1138;Frémainville;;;;;
2006;95254;11;95;953;9517;1138;Frémécourt;;;;;
2006;95256;11;95;953;9525;1132;Frépillon;82,74;71,8;19,77;4,59;3,83
2006;95257;11;95;951;9531;1132;La Frette-sur-Seine;84,22;68,52;20,98;4,47;6,03
2006;95258;11;95;953;9534;1138;Frouville;;;;;
2006;95259;11;95;953;9527;1138;Gadancourt;;;;;
2006;95268;11;95;952;9597;1137;Garges-lès-Gonesse;50,93;78,61;17,54;2,14;1,71
2006;95270;11;95;953;9516;1138;Genainville;;;;;
2006;95271;11;95;953;9534;1138;Génicourt;;;;;
2006;95277;11;95;952;9513;1137;Gonesse;65,26;77,1;18,14;2,23;2,53
2006;95280;11;95;952;9530;1137;Goussainville;63,75;78,56;17,92;1,76;1,76
2006;95282;11;95;953;9527;1138;Gouzangrez;;;;;
2006;95287;11;95;953;9517;1138;Grisy-les-Plâtres;;;;;
2006;95288;11;95;952;9518;1137;Groslay;77,65;73,87;15,46;5,19;5,48
2006;95295;11;95;953;9527;1138;Guiry-en-Vexin;;;;;
2006;95298;11;95;953;9517;1138;Haravilliers;;;;;
2006;95301;11;95;953;9516;1141;Haute-Isle;;;;;
2006;95303;11;95;953;9517;1138;Le Heaulme;;;;;
2006;95304;11;95;953;9534;1138;Hédouville;;;;;
2006;95306;11;95;951;9531;1132;Herblay;79,86;72,76;18,49;4,93;3,82
2006;95308;11;95;953;9534;1138;Hérouville;;;;;
2006;95309;11;95;953;9516;1138;Hodent;;;;;
2006;95313;11;95;953;9514;1138;L' Isle-Adam;79,08;63,93;23,58;5,74;6,75
2006;95316;11;95;952;9515;1137;Jagny-sous-Bois;;;;;
2006;95323;11;95;953;9539;1138;Jouy-le-Moutier;78,79;87,6;9,23;1,47;1,7
2006;95328;11;95;953;9534;1138;Labbeville;;;;;
2006;95331;11;95;952;9515;1137;Lassy;;;;;
2006;95341;11;95;953;9534;1138;Livilliers;;;;;
2006;95348;11;95;953;9527;1138;Longuesse;;;;;
2006;95351;11;95;952;9530;1137;Louvres;75,23;76,58;17,29;3,06;3,07
2006;95352;11;95;952;9515;1137;Luzarches;80,7;68,32;18,66;5,25;7,78
2006;95353;11;95;952;9526;1137;Maffliers;;;;;
2006;95355;11;95;953;9516;1138;Magny-en-Vexin;68,3;72,99;18,22;5,05;3,74
2006;95365;11;95;952;9515;1137;Mareil-en-France;;;;;
2006;95369;11;95;952;9524;1132;Margency;89,43;70,31;18,53;6,34;4,83
2006;95370;11;95;953;9517;1138;Marines;78,39;72,7;15,65;5,75;5,9
2006;95371;11;95;952;9515;1137;Marly-la-Ville;81,63;79,19;17,27;2,05;1,48
2006;95379;11;95;953;9516;1138;Maudétour-en-Vexin;;;;;
2006;95387;11;95;953;9517;1138;Menouville;;;;;
2006;95388;11;95;953;9539;1138;Menucourt;81,41;80,99;16,48;1,38;1,15
2006;95392;11;95;953;9514;1138;Mériel;82,48;72,43;19,64;4,6;3,34
2006;95394;11;95;953;9521;1138;Méry-sur-Oise;79,39;80,4;13,92;3,01;2,66
2006;95395;11;95;952;9508;1137;Le Mesnil-Aubry;;;;;
2006;95409;11;95;952;9506;1137;Moisselles;;;;;
2006;95422;11;95;953;9527;1138;Montgeroult;;;;;
2006;95424;11;95;951;9505;1132;Montigny-lès-Cormeilles;69;78,69;16,12;2,75;2,44
2006;95426;11;95;953;9520;1132;Montlignon;84,65;61,01;18,55;11,15;9,28
2006;95427;11;95;952;9509;1137;Montmagny;68,99;79,68;14,14;3,47;2,71
2006;95428;11;95;952;9518;1132;Montmorency;78,29;61,54;18,44;10,85;9,17
2006;95429;11;95;953;9516;1138;Montreuil-sur-Epte;;;;;
2006;95430;11;95;952;9526;1137;Montsoult;83,77;70,35;21,75;4,32;3,58
2006;95436;11;95;953;9503;1138;Mours;;;;;
2006;95438;11;95;953;9517;1138;Moussy;;;;;
2006;95445;11;95;953;9514;1137;Nerville-la-Forêt;;;;;
2006;95446;11;95;953;9534;1138;Nesles-la-Vallée;;;;;
2006;95447;11;95;953;9517;1138;Neuilly-en-Vexin;;;;;
2006;95450;11;95;953;9539;1138;Neuville-sur-Oise;;;;;
2006;95452;11;95;953;9503;1138;Nointel;;;;;
2006;95456;11;95;952;9526;1138;Noisy-sur-Oise;;;;;
2006;95459;11;95;953;9517;1138;Nucourt;;;;;
2006;95462;11;95;953;9516;1138;Omerville;;;;;
2006;95476;11;95;953;9529;1138;Osny;80,18;77,27;16,85;3,04;2,84
2006;95480;11;95;953;9514;1138;Parmain;82,2;69,29;15,46;8,76;6,49
2006;95483;11;95;953;9527;1138;Le Perchay;;;;;
2006;95487;11;95;953;9503;1138;Persan;61,71;78,2;19,23;1,37;1,21
2006;95488;11;95;953;9528;1138;Pierrelaye;72,62;76,53;16,62;3,59;3,25
2006;95489;11;95;952;9508;1137;Piscop;;;;;
2006;95491;11;95;953;9528;1132;Le Plessis-Bouchard;83,86;72,32;20,73;3,21;3,74
2006;95492;11;95;952;9508;1137;Le Plessis-Gassot;;;;;
2006;95493;11;95;952;9515;1137;Le Plessis-Luzarches;;;;;
2006;95500;11;95;953;9519;1138;Pontoise;71,01;74,29;17,06;4,9;3,75
2006;95504;11;95;953;9514;1138;Presles;81,73;68,64;20,35;4,12;6,89
2006;95509;11;95;952;9515;1137;Puiseux-en-France;80,34;77,43;16,93;2,89;2,75
2006;95510;11;95;953;9529;1138;Puiseux-Pontoise;;;;;
2006;95523;11;95;953;9516;1141;La Roche-Guyon;;;;;
2006;95527;11;95;952;9513;1156;Roissy-en-France;81,99;85,39;9,91;2,97;1,73
2006;95529;11;95;953;9503;1138;Ronquerolles;;;;;
2006;95535;11;95;953;9527;1138;Sagy;;;;;
2006;95539;11;95;952;9508;1137;Saint-Brice-sous-Forêt;78,17;75,8;14,97;5,17;4,06
2006;95541;11;95;953;9516;1138;Saint-Clair-sur-Epte;;;;;
2006;95543;11;95;953;9516;1141;Saint-Cyr-en-Arthies;;;;;
2006;95554;11;95;953;9516;1138;Saint-Gervais;;;;;
2006;95555;11;95;952;9540;1132;Saint-Gratien;74,49;69,1;21,71;4,26;4,93
2006;95563;11;95;953;9520;1132;Saint-Leu-la-Forêt;80,83;70,87;18,54;6,19;4,4
2006;95566;11;95;952;9526;1137;Saint-Martin-du-Tertre;79,34;78,31;16,91;2,93;1,85
2006;95572;11;95;953;9521;1138;Saint-Ouen-l'Aumône;67,86;80,39;15,35;2,12;2,14
2006;95574;11;95;953;9520;1132;Saint-Prix;81,76;69,42;15,65;7,84;7,09
2006;95580;11;95;952;9515;1156;Saint-Witz;;;;;
2006;95582;11;95;951;9522;1132;Sannois;73,42;74,57;18,76;3,27;3,4
2006;95584;11;95;953;9517;1138;Santeuil;;;;;
2006;95585;11;95;952;9598;1137;Sarcelles;55,43;75,06;18,86;3,45;2,63
2006;95592;11;95;953;9527;1140;Seraincourt;;;;;
2006;95594;11;95;952;9526;1137;Seugy;;;;;
2006;95598;11;95;952;9524;1132;Soisy-sous-Montmorency;76,62;68,22;20,62;6,32;4,83
2006;95604;11;95;952;9515;1156;Survilliers;76,96;78,25;17,62;1,38;2,74
2006;95607;11;95;953;9525;1132;Taverny;78,71;73,77;18,91;3,82;3,5
2006;95610;11;95;953;9527;1138;Théméricourt;;;;;
2006;95611;11;95;953;9517;1138;Theuville;;;;;
2006;95612;11;95;952;9513;1137;Le Thillay;74,96;75,81;16,51;4,05;3,64
2006;95625;11;95;953;9527;1138;Us;;;;;
2006;95627;11;95;953;9534;1138;Vallangoujard;;;;;
2006;95628;11;95;953;9534;1138;Valmondois;;;;;
2006;95633;11;95;952;9513;1137;Vaudherland;;;;;
2006;95637;11;95;953;9539;1138;Vauréal;78,2;89,35;6,45;3,17;1,03
2006;95641;11;95;952;9513;1156;Vémars;83,36;80,01;12,95;3,11;3,92
2006;95651;11;95;953;9516;1141;Vétheuil;;;;;
2006;95652;11;95;952;9526;1137;Viarmes;78,95;69,04;20,93;4,49;5,54
2006;95656;11;95;953;9516;1141;Vienne-en-Arthies;;;;;
2006;95658;11;95;953;9527;1138;Vigny;;;;;
2006;95660;11;95;952;9526;1137;Villaines-sous-Bois;;;;;
2006;95675;11;95;952;9513;1156;Villeron;;;;;
2006;95676;11;95;953;9516;1141;Villers-en-Arthies;;;;;
2006;95678;11;95;953;9514;1137;Villiers-Adam;;;;;
2006;95680;11;95;952;9535;1137;Villiers-le-Bel;58,62;79,37;16,88;1,96;1,8
2006;95682;11;95;952;9515;1137;Villiers-le-Sec;;;;;
2006;95690;11;95;953;9516;1138;Wy-dit-Joli-Village;;;;;
2006;75101;11;75;751;7599;1131;Paris 1er Arrondissement;74,55;61,43;12,65;14,34;11,59
2006;75102;11;75;751;7599;1131;Paris 2e  Arrondissement;70,83;75,08;8,66;8,93;7,33
2006;75103;11;75;751;7599;1131;Paris 3e  Arrondissement;72,77;69,72;10,65;10,1;9,52
2006;75104;11;75;751;7599;1131;Paris 4e  Arrondissement;73,88;62,17;14,88;9,88;13,07
2006;75105;11;75;751;7599;1131;Paris 5e  Arrondissement;76,03;61,78;17,51;10,42;10,29
2006;75106;11;75;751;7599;1131;Paris 6e  Arrondissement;77,12;54,35;15,2;11,93;18,52
2006;75107;11;75;751;7599;1131;Paris 7e  Arrondissement;77,71;52,89;13,86;12,91;20,34
2006;75108;11;75;751;7599;1131;Paris 8e  Arrondissement;76,97;57,92;10,52;13,77;17,79
2006;75109;11;75;751;7599;1131;Paris 9e  Arrondissement;74,17;70,82;12,22;8,83;8,12
2006;75110;11;75;751;7599;1131;Paris 10e  Arrondissement;69,2;76,29;12,47;5,95;5,28
2006;75111;11;75;751;7599;1131;Paris 11e  Arrondissement;71,27;73,23;14,59;6,25;5,93
2006;75112;11;75;751;7599;1131;Paris 12e  Arrondissement;76,63;69,81;18,31;5,39;6,49
2006;75113;11;75;751;7599;1131;Paris 13e  Arrondissement;72,25;70,28;19,85;4,76;5,11
2006;75114;11;75;751;7599;1131;Paris 14e  Arrondissement;75,84;67,51;18,41;6,25;7,82
2006;75115;11;75;751;7599;1131;Paris 15e  Arrondissement;77,98;67,45;19,09;5,66;7,8
2006;75116;11;75;751;7599;1131;Paris 16e  Arrondissement;76,18;53,04;15,89;10,95;20,13
2006;75117;11;75;751;7599;1131;Paris 17e  Arrondissement;74,16;65,08;15,1;8,84;10,98
2006;75118;11;75;751;7599;1131;Paris 18e  Arrondissement;66,15;73,97;15,63;5,34;5,07
2006;75119;11;75;751;7599;1131;Paris 19e  Arrondissement;64,77;72,81;17,48;5,11;4,61
2006;75120;11;75;751;7599;1131;Paris 20e  Arrondissement;67,85;74,26;17,36;4,35;4,04
2008;77001;11;77;774;7703;1149;Achères-la-Forêt;;;;;
2008;77002;11;77;773;7711;1153;Amillis;;;;;
2008;77003;11;77;774;7703;1149;Amponville;;;;;
2008;77004;11;77;772;7722;1148;Andrezel;;;;;
2008;77005;11;77;775;7706;1154;Annet-sur-Marne;78,82;75,04;12,5;6;6,47
2008;77006;11;77;772;7732;1148;Arbonne-la-Forêt;;;;;
2008;77007;11;77;772;7722;1148;Argentières;;;;;
2008;77008;11;77;771;7715;1155;Armentières-en-Brie;;;;;
2008;77009;11;77;774;7704;1150;Arville;;;;;
2008;77010;11;77;772;7722;1148;Aubepierre-Ozouer-le-Repos;;;;;
2008;77011;11;77;774;7704;1150;Aufferville;;;;;
2008;77012;11;77;773;7729;1152;Augers-en-Brie;;;;;
2008;77013;11;77;771;7707;1153;Aulnoy;;;;;
2008;77014;11;77;774;7713;1149;Avon;65,92;66,15;26,59;2,83;4,43
2008;77015;11;77;773;7701;1152;Baby;;;;;
2008;77016;11;77;774;7724;1150;Bagneaux-sur-Loing;;;;;
2008;77018;11;77;775;7743;1154;Bailly-Romainvilliers;70,95;89,64;4,63;3,82;1,9
2008;77019;11;77;773;7701;1151;Balloy;;;;;
2008;77020;11;77;773;7723;1135;Bannost-Villegagnon;;;;;
2008;77021;11;77;773;7720;1151;Barbey;;;;;
2008;77022;11;77;772;7732;1148;Barbizon;;;;;
2008;77023;11;77;771;7717;1155;Barcy;;;;;
2008;77024;11;77;771;7712;1155;Bassevelle;;;;;
2008;77025;11;77;773;7701;1152;Bazoches-lès-Bray;;;;;
2008;77026;11;77;773;7729;1152;Beauchery-Saint-Martin;;;;;
2008;77027;11;77;774;7704;1150;Beaumont-du-Gâtinais;;;;;
2008;77028;11;77;771;7707;1153;Beautheil;;;;;
2008;77029;11;77;772;7722;1148;Beauvoir;;;;;
2008;77030;11;77;773;7726;1153;Bellot;;;;;
2008;77031;11;77;773;7727;1135;Bernay-Vilbert;;;;;
2008;77032;11;77;773;7729;1153;Beton-Bazoches;;;;;
2008;77033;11;77;773;7723;1135;Bezalles;;;;;
2008;77034;11;77;772;7705;1148;Blandy;;;;;
2008;77035;11;77;774;7716;1151;Blennes;;;;;
2008;77036;11;77;773;7723;1135;Boisdon;;;;;
2008;77037;11;77;774;7713;1148;Bois-le-Roi;77,06;66,13;19,75;6,74;7,38
2008;77038;11;77;772;7742;1148;Boissettes;;;;;
2008;77039;11;77;772;7742;1148;Boissise-la-Bertrand;;;;;
2008;77040;11;77;772;7732;1148;Boissise-le-Roi;81,89;64,86;26,04;2,6;6,49
2008;77041;11;77;774;7703;1149;Boissy-aux-Cailles;;;;;
